Category	level	distribution_channel	period	dt	manufacturer	brand	BBSKU	NAMESKU	ean	segment	format	tar_rmce	vol	val	rcnt	qty	shvol	shval	shrcnt	shqty	dntot	dn	dnvol	dnval	dwqty	dwvaltot	shsvol	shsval	avp	avpjm	avtvol	avtval	avtqty	avsvol	avsval	avsrcnt	avsqty	avgsku
natural	3	Retail	9	04/08/2025	Hoffman Ltd	mean	BB8652	machine	8585497334842	down	year	0.22	435.35	219.73	35	166	83.01	34.44	37	67	3264.57	247.82	178.43	344.45	25	55.48	62.99	83.83	2.61	93.01	166.4	461.95	491	43.35	99.57	17	452	666
finish	3	Retail	5	04/11/2025	Bush-Vaughn	middle	BB5758	world	4419866524043	send	bar	0.65	257.89	378.13	84	85	6.13	62.93	47	359	4020.93	220.32	54.69	56.64	110	482.04	14.14	23.39	68.32	1.92	698.64	818.94	441	42.81	14.09	10	118	393
half	1	Wholesale	2	04/07/2025	Douglas-Burgess	difficult	BB3848	safe	4219933083301	black	job	0.31	882.18	145.76	100	417	75.56	14.18	44	74	1273.65	286.01	309.06	90.42	180	725.21	63.18	15.99	41.76	68.97	861.36	95.82	52	14.86	13.19	94	197	360
give	4	Online	3	04/09/2025	Kennedy, Maldonado and Taylor	oil	BB2677	rather	3454019380269	us	third	0.28	93.41	557.86	77	370	61.15	78.12	45	14	4391.57	332.62	157.81	263.7	261	196.76	39.78	64.97	78.6	79.58	246.95	392.03	124	50.46	59.8	68	456	13
control	3	Online	3	04/09/2025	Osborn Group	store	BB7240	act	4991547887284	management	explain	0.86	572.7	371.76	88	89	76.51	95.49	50	38	1066.76	43.09	138.47	29.52	31	949.19	40.4	29.36	71.55	76.94	429.34	408.25	328	54.12	61.99	36	43	318
data	1	Wholesale	4	04/08/2025	Rivera Ltd	low	BB4205	street	4932966851616	crime	challenge	0.54	396.82	637.95	84	349	64.67	31.71	28	374	4813.71	126.93	129.8	463.07	60	458.84	61.27	31.62	74.43	74.33	128.25	710.82	360	2.12	50.14	45	268	530
me	3	Retail	6	04/10/2025	Boyle-Smith	identify	BB3745	five	9904530174266	rich	morning	0.75	874.73	735.61	16	395	90.09	34.17	28	140	3095.42	138.85	487.77	317.49	255	460.65	36.65	50.46	57.12	37.4	262.56	111.88	294	67.74	12.42	95	261	3
wind	1	Retail	4	04/08/2025	Carrillo, Vaughn and Fowler	yeah	BB4593	discuss	2727956878337	response	somebody	0.47	389.15	158.58	5	284	80.51	71.69	42	215	1898.06	131.65	458.77	166.77	423	87.11	37.91	50.7	90.29	18.76	806.29	981.6	489	40.69	87.82	37	397	866
pick	3	Online	2	04/07/2025	Fox PLC	score	BB5191	assume	8839822587138	series	past	0.46	375.23	298.68	39	379	62.65	46.93	38	498	2973.44	388.58	105.76	451.22	390	798.01	15.91	93.31	3.37	54.61	639.58	696.53	5	95.15	1.14	85	193	870
middle	3	Retail	4	04/09/2025	Nolan Group	table	BB0728	just	7908740640391	baby	answer	0.98	425.62	961.57	19	365	28.7	5.35	15	460	4382.02	212.4	448.83	234.64	383	94.05	10.46	14.22	82.18	8.41	572.14	440.63	494	13.94	29.88	41	475	821
land	4	Wholesale	12	04/07/2025	Graves-Weaver	as	BB1704	issue	2265676618258	by	could	0.32	279.24	83.94	26	70	78.21	58.89	10	55	1657.5	238.37	209.19	272.6	494	772.63	45.74	46.87	85.4	9.95	809.52	311.17	361	69.99	4.99	42	76	94
note	2	Online	7	04/08/2025	Rice-Luna	dog	BB0047	report	8686337524314	almost	table	0.05	305.85	821.89	23	16	95.26	85.61	36	384	3200.48	56.42	59.93	398.97	63	21.84	83.21	98.27	13.94	82.54	378.52	633.99	331	9.32	59.03	10	12	67
recent	2	Wholesale	8	04/08/2025	Mendez-Mayer	visit	BB0331	blood	9079030673837	somebody	treat	0.09	848.8	810.8	16	22	94.29	6.01	37	222	4286.74	203.55	24.45	344.77	89	360.4	90.92	28.22	45.16	15.71	617.97	620.81	332	30.22	41.79	71	246	63
stand	1	Online	7	04/08/2025	Taylor LLC	east	BB9599	spring	5342836440892	until	simple	0.42	646.23	799.23	32	323	99.41	54.82	2	196	4127.66	185.96	276.81	247.49	468	569.99	32.84	27.77	3.58	60.11	39.01	812.58	144	6.8	99.16	68	184	786
which	5	Retail	3	04/09/2025	Garrett Group	only	BB7056	stock	8566246287336	first	toward	0.25	248.74	538.35	95	29	76.64	94.83	37	434	4930.66	200.33	468.25	495.86	89	184.34	59.66	80.81	70.07	91.48	37.92	703.56	486	57.2	15.07	25	429	830
second	4	Wholesale	5	04/10/2025	Shaffer Inc	or	BB6688	center	6343517518304	executive	huge	0.49	99.35	240.3	29	11	53.12	1.07	40	104	4225.78	176.97	96.96	403.19	445	330.35	3.17	59.07	91.81	77.66	848.02	862.06	492	8.18	70.75	85	203	601
report	1	Online	5	04/08/2025	Morrison, Russo and Lopez	sort	BB9837	detail	5403317393639	old	fund	0.14	165.93	949.21	82	492	49.23	32.41	46	496	3247.91	445.9	310.72	184.84	341	593.06	18.36	31.38	69.16	13.61	731.54	949.3	486	57.71	85.22	99	495	582
stand	1	Retail	10	04/08/2025	James-Ferguson	her	BB4458	us	7717535560932	site	child	0.92	967.86	228.69	73	54	93.73	14.92	48	40	1951.98	491.37	92.26	443.81	46	823.45	67.33	73.2	34.24	2.13	217.59	696.24	180	26.41	11.7	1	25	396
admit	4	Wholesale	7	04/10/2025	Tran-Silva	service	BB6423	girl	3693785477722	significant	stuff	0.88	498.15	384.93	70	193	11.04	48.47	37	334	4032.97	120.54	231.13	401.61	18	301.96	32.55	95.21	8.35	17.84	381.7	734.67	281	94.24	97.83	44	305	629
he	4	Wholesale	1	04/10/2025	Taylor PLC	middle	BB2808	along	1006231203875	hour	as	0.94	173.35	890.86	21	28	11.02	21.35	13	210	3788.79	363.8	367.69	139.98	145	304.43	10.5	39.9	55.42	49.6	63.96	13.78	45	30.16	66.54	77	246	205
prepare	1	Retail	4	04/07/2025	Estrada, Jensen and Webb	method	BB0088	its	84840862110	need	church	0.64	977.29	478.83	15	158	78.7	47.62	43	136	1364.55	276.62	100.59	443.89	190	194.72	5.42	44.53	27.08	83.87	568.6	159.62	357	67.08	9.49	45	414	555
effect	4	Wholesale	4	04/10/2025	Harvey LLC	teacher	BB5461	hour	6793341016666	old	maybe	0.06	393.24	527.36	69	352	86.82	48.01	16	244	2195.41	203.45	428.43	27.02	293	901.45	80.24	68.08	62.41	12.91	759.62	181.15	86	97.24	81.04	17	22	434
arrive	1	Wholesale	7	04/10/2025	Smith, Jackson and Porter	leader	BB5918	wide	339740148902	country	woman	1.0	630.95	835.77	34	164	91.17	91.5	5	45	2552.4	204.7	169.8	145.34	235	917.99	2.22	70.34	59.17	78.39	121.39	158.15	291	59.21	76.08	13	474	109
to	5	Retail	5	04/08/2025	Smith-Clark	charge	BB6142	organization	3968562185016	leave	each	0.88	879.11	271.5	84	249	57.63	47.83	12	142	2611.9	312.94	343.6	206.84	203	890.68	33.82	24.52	74.83	92.16	898.06	30.03	419	79.57	31.78	63	440	713
this	1	Retail	3	04/07/2025	Peterson PLC	physical	BB6504	step	7735866296191	find	success	0.97	448.68	827.57	35	374	42.26	64.91	13	227	1845.56	413.75	373.06	382.15	445	380.17	6.56	79.36	7.5	71.25	409.35	782.71	269	88.05	3.87	25	449	853
employee	2	Retail	4	04/07/2025	Jones, Adams and James	step	BB2655	both	1047541212676	onto	one	0.46	918.85	707.59	36	189	82.53	51.01	41	473	1495.49	24.98	192.51	301.08	91	960.92	47.98	55.58	35.08	83.93	266.07	832.56	47	29.22	39.27	21	438	586
music	2	Retail	11	04/10/2025	Garcia-Davis	once	BB1995	treat	6046618398263	condition	chair	0.68	276.39	415.41	3	443	78.25	76.99	1	243	4646.06	327.21	304.56	14.15	130	612.26	94.36	71.56	71.23	28.26	896.53	853.07	236	25.95	47.2	87	267	845
exist	5	Online	10	04/07/2025	Adams-Thomas	computer	BB6464	member	1543799371245	according	individual	0.01	999.44	966.82	48	288	65.09	61.3	20	351	1432.42	41.28	494.3	323.89	442	284.12	65.96	95.27	65.5	19.65	522.12	247.9	30	80.74	80.43	77	207	677
go	3	Wholesale	3	04/10/2025	James, Atkins and Alexander	law	BB9245	player	3752654793568	fast	technology	0.66	997.49	266.83	54	208	39.44	4.5	46	293	4264.06	178.15	359.55	346.3	327	787.05	90.75	67.51	51.22	84.7	842.23	877.73	93	30.08	47.61	95	133	743
stock	5	Retail	11	04/09/2025	Diaz-Frederick	decision	BB9828	agreement	7374167243420	senior	land	0.65	230.03	231.09	40	216	79.02	33.8	17	300	2176.2	427.09	240.56	434.53	299	584.51	62.44	47.75	20.26	12.86	683.89	534.54	212	6.35	85.57	18	103	351
strategy	4	Wholesale	8	04/07/2025	Jones-Ewing	measure	BB9688	wind	6805891135299	another	order	0.32	718.51	781.15	63	171	63.47	18.51	41	30	1018.85	144.03	382.98	92.62	392	166.85	78.74	78.2	13.81	43.94	435.12	434.74	245	38.95	4.73	26	375	383
quite	1	Online	9	04/07/2025	Lucas, Rasmussen and Rivera	style	BB6101	evening	3888993756794	rock	month	0.02	14.08	736.27	29	356	87.82	31.9	7	197	3013.35	160.0	41.99	32.4	486	297.92	73.06	60.04	34.45	88.91	995.52	349.31	462	49.53	75.26	22	486	929
city	4	Retail	4	04/11/2025	Cuevas-Webb	find	BB6112	happen	4573875717756	audience	first	0.73	139.89	736.74	76	259	17.73	37.29	42	406	1149.45	439.51	135.34	272.02	25	597.98	5.75	11.7	83.78	5.78	124.63	449.87	64	55.18	47.97	20	106	712
another	1	Online	7	04/08/2025	Wilson, Sweeney and Wong	research	BB2382	old	2586736226603	sing	positive	0.66	277.28	609.58	18	215	83.23	11.39	47	317	1470.94	65.87	62.07	107.34	103	780.18	83.32	97.34	36.43	41.57	168.77	552.66	467	21.56	93.38	43	121	3
use	1	Wholesale	2	04/11/2025	Cole Group	improve	BB0334	soldier	1918255371471	news	purpose	0.84	672.33	157.65	12	400	51.66	72.63	7	464	2023.57	123.27	494.45	155.05	238	59.58	81.5	87.54	85.37	36.66	680.0	431.74	60	10.4	76.06	6	5	873
form	2	Wholesale	11	04/09/2025	Price, Long and Wilson	he	BB7924	why	9912513412526	much	important	0.33	895.58	955.54	35	450	73.57	37.89	22	94	1455.33	206.12	233.7	419.5	354	852.16	80.19	65.24	79.89	12.19	699.21	68.06	483	84.59	11.27	76	248	822
kid	5	Wholesale	8	04/10/2025	Taylor, Reyes and Lopez	prove	BB8282	might	4225790507232	teacher	if	0.61	781.37	615.24	88	451	84.02	97.37	9	248	4681.59	65.34	211.53	32.53	134	658.42	2.22	86.96	52.96	74.62	726.54	231.75	490	67.31	34.49	67	353	718
or	5	Retail	7	04/07/2025	Delgado, Ortiz and Vasquez	see	BB7721	other	340438427971	often	much	0.48	667.07	644.99	20	430	82.82	89.31	40	28	1046.58	467.84	257.73	239.95	254	870.72	8.41	49.67	24.85	97.04	59.85	230.48	330	38.49	81.89	11	236	455
budget	5	Online	2	04/09/2025	Wilson, Hampton and Morrow	hit	BB8078	discover	6134074517134	determine	talk	0.45	127.52	502.4	84	10	11.16	41.82	36	282	1000.68	54.54	306.06	313.34	156	891.21	56.67	65.81	46.16	34.74	827.06	818.42	433	45.99	56.45	80	308	485
sing	3	Wholesale	8	04/08/2025	Norris, Callahan and Bishop	later	BB2923	teach	3095849825447	page	example	0.1	662.32	12.17	46	425	63.73	80.19	36	268	2495.56	62.1	449.47	251.29	421	719.69	72.43	11.59	61.47	19.57	930.91	398.97	235	82.63	19.87	44	56	776
toward	4	Retail	11	04/08/2025	Duke, Shelton and Davis	social	BB6042	science	2325367294663	live	bag	0.12	892.84	462.81	76	490	50.92	96.42	1	272	3944.86	281.08	222.08	296.71	474	513.25	92.2	18.54	58.28	73.32	137.1	393.53	308	61.01	32.86	50	215	624
property	2	Online	7	04/07/2025	Powell Ltd	fall	BB5775	party	175186363741	future	them	0.97	458.32	142.04	53	309	70.3	75.09	20	432	3805.98	431.75	358.82	468.4	324	225.17	21.76	71.72	68.97	92.2	141.35	713.29	500	95.87	50.89	89	327	331
federal	1	Online	9	04/08/2025	Kelley-Anderson	together	BB7500	bit	7012770632421	two	worker	0.58	943.25	713.02	87	383	89.49	53.86	28	414	1051.08	62.17	196.63	36.0	29	207.9	75.27	16.93	29.37	25.81	840.99	693.69	152	21.2	54.58	46	417	464
under	1	Wholesale	11	04/11/2025	Davis-Ward	beautiful	BB5206	process	4361103712938	natural	response	0.86	744.99	565.66	31	262	78.65	80.08	19	355	3657.97	463.98	199.9	478.78	500	688.3	96.62	6.33	74.62	21.11	870.16	861.84	227	83.17	91.24	91	364	664
light	3	Wholesale	9	04/11/2025	Smith LLC	technology	BB1627	avoid	3611155426224	authority	nice	0.2	727.67	201.56	58	91	98.36	8.37	12	377	3055.39	194.83	219.97	282.73	67	169.32	84.76	1.56	47.17	93.81	49.54	929.34	306	6.03	93.31	79	432	678
order	3	Online	10	04/11/2025	Bishop and Sons	less	BB5326	power	7311219656524	end	factor	0.36	786.19	324.68	29	490	19.2	7.75	33	82	2663.72	273.15	55.05	118.39	110	666.7	33.78	30.06	95.08	62.21	480.11	565.72	386	98.13	1.87	86	178	457
quite	2	Wholesale	10	04/10/2025	Wright PLC	plan	BB9404	describe	8983640376136	money	pull	0.24	49.48	886.8	49	469	79.82	12.22	17	277	3895.9	22.11	263.27	387.54	264	804.79	45.11	5.34	89.93	20.06	518.76	948.73	86	97.19	77.56	69	4	642
phone	1	Retail	11	04/08/2025	Rice Inc	herself	BB5269	kitchen	5827109104300	win	as	0.86	429.97	112.89	69	425	70.57	97.65	50	223	3586.24	470.48	375.98	85.34	236	719.7	4.75	8.25	18.62	25.94	79.74	823.4	467	26.61	39.42	81	208	444
strategy	3	Retail	7	04/11/2025	Hunter-Fuller	more	BB6661	push	8892414183286	general	include	0.53	645.01	622.17	97	382	58.98	70.39	5	184	4712.19	62.01	395.58	157.66	45	288.7	92.74	38.76	82.39	4.05	164.76	227.67	383	39.71	79.95	70	152	984
peace	2	Online	11	04/11/2025	Hines, Santos and Day	force	BB6303	before	6179904210205	common	model	0.96	21.04	876.02	19	64	5.14	57.7	26	276	3190.1	51.71	112.93	373.3	372	350.41	41.85	64.95	51.74	16.93	228.58	836.4	100	12.35	67.43	73	437	56
hand	5	Online	11	04/11/2025	Holmes, Carson and Green	hot	BB2410	government	6481491778502	money	town	0.07	674.97	258.18	26	372	58.48	95.2	23	66	3685.18	124.92	149.72	44.21	100	324.61	45.61	62.02	31.26	58.83	569.9	370.85	162	95.91	17.7	41	127	805
our	2	Wholesale	12	04/09/2025	Richardson LLC	spring	BB1913	sit	8000307562203	on	suggest	0.28	365.89	682.78	43	450	48.52	45.09	50	157	2947.89	63.33	326.32	50.17	144	860.13	14.86	54.32	27.06	88.75	85.7	84.65	10	85.11	63.53	75	297	415
white	5	Retail	1	04/07/2025	Yang, Barnes and Morris	keep	BB5419	hotel	1802380617446	generation	before	0.26	895.05	544.28	84	397	15.71	39.86	50	302	3932.91	152.59	237.7	260.1	204	370.23	2.05	24.65	96.44	98.2	687.32	759.63	72	45.18	18.74	73	338	894
on	2	Wholesale	12	04/09/2025	Smith-Gonzalez	organization	BB4937	home	9738320603854	provide	those	0.94	50.02	763.86	30	33	27.17	24.17	43	106	3071.54	397.82	200.17	459.77	452	55.97	98.08	33.08	70.67	52.62	831.35	836.52	135	58.28	57.45	49	335	388
rule	3	Wholesale	11	04/08/2025	Tapia Inc	song	BB6413	next	3670241038659	low	small	0.52	382.57	908.17	67	208	35.94	86.9	32	406	2928.44	306.06	255.9	78.09	85	237.69	51.94	28.8	15.87	16.58	606.0	818.79	339	23.8	81.31	93	59	494
become	4	Online	4	04/08/2025	Davis, Anderson and Wilkins	bad	BB9906	recognize	2344565574315	yet	degree	0.16	835.03	32.22	6	66	57.78	16.95	41	263	1156.76	290.41	37.4	136.55	93	521.47	41.14	96.96	64.12	87.97	730.69	823.09	485	9.49	45.47	61	445	494
century	2	Retail	7	04/11/2025	Rodriguez, Garcia and Cole	former	BB6185	speech	3747411249037	thing	tough	0.14	586.82	769.82	80	338	51.57	17.6	44	176	4689.41	302.3	43.73	195.32	68	117.48	21.03	86.1	50.93	42.56	158.07	105.34	244	90.26	60.38	69	258	771
generation	1	Retail	8	04/10/2025	Davis and Sons	heart	BB6804	ever	2067883171218	actually	assume	0.9	543.89	11.19	100	348	65.27	52.68	24	448	1173.75	269.61	122.45	403.13	405	770.98	35.7	80.66	90.88	83.88	580.36	431.23	131	48.24	24.02	11	146	613
then	5	Online	5	04/11/2025	Anderson Group	hotel	BB1994	whose	1013721510702	concern	window	0.01	746.21	17.04	67	61	52.46	38.13	14	353	4217.15	210.33	62.23	218.78	300	261.1	85.64	42.93	37.2	28.28	683.8	757.42	212	55.66	56.2	23	190	573
painting	5	Online	5	04/11/2025	Underwood-Foster	all	BB6625	difficult	2447209993470	its	us	0.58	776.45	404.15	18	438	86.52	12.79	15	229	4132.44	475.13	59.14	259.09	403	345.05	55.51	70.01	70.97	16.91	964.92	15.24	47	82.5	47.7	77	223	91
oil	1	Online	4	04/09/2025	Brown-Ramirez	certain	BB6383	professor	8065787598562	expect	couple	0.08	47.38	390.48	52	315	65.96	29.36	39	30	4782.86	411.91	323.74	225.1	104	852.06	93.15	52.3	20.28	78.61	515.44	701.47	315	17.78	4.57	31	336	1
agree	2	Retail	5	04/07/2025	Harper-Johnson	talk	BB4078	help	9321334803961	hear	worry	0.35	401.19	590.22	67	8	73.96	7.79	6	282	2137.98	416.58	458.35	180.57	494	817.36	23.4	96.34	46.02	40.99	14.6	183.28	260	11.54	8.17	38	175	970
those	1	Wholesale	5	04/11/2025	Thompson PLC	friend	BB5905	yourself	9929378427015	arrive	early	0.81	579.14	697.25	49	289	48.88	25.08	22	493	4102.4	343.98	449.3	432.39	247	125.11	7.69	63.73	99.43	68.01	237.63	322.57	490	35.96	54.03	90	427	270
play	2	Online	2	04/10/2025	Smith Group	a	BB5932	grow	2500292185150	sea	year	0.67	822.86	85.27	23	244	32.07	22.64	37	138	1731.14	375.62	465.83	103.18	378	207.67	73.81	87.4	21.47	21.07	257.2	622.41	80	78.11	12.87	11	347	979
recognize	4	Wholesale	1	04/11/2025	Willis-Rogers	future	BB2267	range	5289539264427	cost	shoulder	0.96	849.53	377.48	41	253	89.91	88.22	37	445	2098.93	99.61	384.49	260.46	204	229.87	58.09	6.36	80.13	48.35	545.36	507.45	202	86.18	77.81	59	500	124
ability	5	Online	6	04/07/2025	Fry, Myers and Gamble	out	BB0295	will	9391725135520	provide	value	0.01	218.64	585.2	42	186	61.67	26.71	36	135	1948.56	240.96	310.41	189.3	256	429.7	42.49	75.47	37.14	40.66	456.22	575.7	295	68.92	81.6	93	139	824
behavior	2	Wholesale	7	04/07/2025	Santiago, Daniel and Rogers	activity	BB4331	hard	4100676267656	office	how	0.2	802.04	741.16	61	413	1.96	42.73	9	458	4397.56	263.33	363.07	394.81	154	258.46	85.99	5.72	10.8	17.17	223.31	261.75	430	63.36	45.54	43	134	370
blood	3	Wholesale	9	04/08/2025	Kramer-Lane	son	BB3271	successful	405411526215	officer	year	0.34	417.64	357.58	87	494	60.95	58.11	42	333	3153.75	489.89	149.46	169.29	262	492.62	73.92	89.07	38.73	29.37	635.4	153.4	86	64.42	92.93	54	324	628
water	5	Online	2	04/08/2025	Morgan PLC	walk	BB7062	policy	6201533688442	finish	economy	0.16	235.94	323.71	38	364	27.48	64.82	18	455	2779.59	432.78	187.95	297.59	495	455.79	17.56	85.57	13.38	24.23	259.13	746.44	384	8.93	17.52	14	49	66
big	4	Wholesale	1	04/08/2025	Long PLC	though	BB7205	about	6149731032417	material	three	0.77	528.74	996.05	14	135	62.19	9.35	25	159	1917.42	371.42	227.15	71.94	270	840.13	3.83	66.69	86.18	33.19	481.39	975.23	277	93.55	55.31	18	497	972
business	5	Retail	10	04/11/2025	Glover-Ruiz	want	BB4186	crime	5652704774340	organization	assume	0.46	751.42	878.52	56	269	64.34	53.84	23	247	3158.67	404.31	226.51	189.23	134	164.16	2.05	52.81	76.07	14.49	293.89	539.75	353	92.29	94.75	62	154	10
city	4	Online	10	04/07/2025	Contreras, Miller and Cooper	number	BB6938	ask	6868793741609	morning	own	0.8	552.73	196.69	72	224	40.08	17.16	48	331	2558.89	195.4	138.86	216.9	123	521.44	80.2	61.71	69.7	27.91	651.97	536.62	138	41.88	85.49	24	70	297
wear	1	Wholesale	8	04/08/2025	Mcbride, Byrd and Oliver	camera	BB7223	system	3206163294516	begin	important	0.45	703.47	497.08	42	10	16.06	97.0	2	96	4889.33	148.24	71.27	224.82	5	240.48	15.92	49.86	34.85	31.85	801.47	997.98	238	70.0	4.14	11	432	769
only	2	Retail	5	04/08/2025	Arnold-Gates	nature	BB7099	necessary	6162299911918	stock	feeling	0.07	475.45	200.27	33	419	38.78	2.25	50	366	1995.85	387.9	227.05	371.43	18	207.19	73.8	10.3	66.93	21.64	395.23	961.6	480	32.98	63.29	6	382	960
trip	5	Wholesale	2	04/10/2025	Beard, Humphrey and Baker	real	BB7997	always	2462996065308	skill	may	0.48	305.82	366.82	7	443	67.0	97.35	16	325	2736.65	17.38	399.25	296.5	203	791.25	1.88	5.16	78.56	48.05	600.25	377.68	46	25.62	50.49	88	317	347
wife	1	Retail	6	04/10/2025	Prince-Smith	television	BB4447	toward	1324754691376	development	white	0.7	793.55	134.57	30	163	98.19	79.07	49	178	4222.1	224.97	104.55	347.73	184	727.16	25.82	4.91	70.96	56.34	547.31	495.19	291	19.48	35.42	94	240	282
than	5	Wholesale	3	04/07/2025	Figueroa-Malone	trip	BB5082	attorney	4862890233038	alone	loss	0.53	454.89	821.22	70	188	45.95	77.82	33	195	3934.63	442.64	313.67	188.4	318	246.4	72.38	66.17	54.36	39.36	528.83	502.57	283	16.26	29.03	53	329	330
apply	1	Retail	9	04/08/2025	Bush-Hill	than	BB7861	responsibility	357972798559	common	third	0.04	938.42	186.85	5	104	11.6	19.97	3	293	3567.01	200.41	250.06	315.75	303	263.38	37.27	60.99	8.02	93.09	216.65	496.49	456	83.38	47.34	82	32	370
wall	5	Wholesale	7	04/07/2025	Curry-Barker	feel	BB0602	too	9333346800722	radio	consumer	0.79	67.72	620.76	68	21	73.7	83.61	5	484	1863.6	264.55	59.6	123.2	198	197.57	53.09	25.63	62.91	18.71	751.7	421.03	55	76.86	58.08	87	235	720
plant	4	Retail	3	04/08/2025	Walker PLC	support	BB4466	together	5743748969103	much	recognize	0.55	509.65	660.96	69	308	44.86	35.88	21	282	4965.85	169.08	192.14	384.45	221	827.89	33.02	24.83	55.02	38.13	554.74	747.13	185	96.2	45.3	51	1	744
threat	1	Online	10	04/08/2025	Hoffman-Wheeler	fear	BB4171	great	4544432830966	recent	front	0.52	993.48	308.82	39	114	22.27	32.18	50	421	4773.39	412.95	460.36	260.52	293	926.66	16.32	4.74	36.21	14.7	373.41	586.33	120	26.37	30.73	74	205	583
responsibility	2	Wholesale	2	04/07/2025	Griffith Ltd	modern	BB4466	important	993538758423	though	really	0.79	181.17	827.45	89	360	58.05	90.86	39	329	2201.57	368.09	292.38	48.45	29	922.65	34.1	88.1	44.0	93.09	129.34	772.69	383	65.63	60.63	2	325	797
under	4	Retail	5	04/11/2025	White, Davis and Anderson	evening	BB8251	doctor	5346554947176	argue	trial	0.04	544.53	158.08	65	358	22.86	6.0	47	202	4884.16	378.89	291.87	54.14	222	296.89	40.04	14.09	9.17	57.57	58.82	405.2	44	40.45	44.01	90	67	781
protect	2	Online	9	04/10/2025	Carpenter, Oliver and Kennedy	day	BB8168	fire	6022356972521	start	be	0.49	655.73	204.14	79	377	52.9	24.99	18	398	2720.26	345.52	292.25	65.14	212	429.31	35.48	32.75	59.79	3.4	311.77	987.78	316	82.34	80.48	80	75	452
method	1	Retail	4	04/09/2025	Welch-Thompson	protect	BB0074	determine	2927129666673	identify	above	0.16	731.2	94.96	95	28	25.06	62.48	10	445	4329.78	150.97	178.2	404.1	157	455.56	3.25	21.69	54.26	21.18	528.03	266.07	248	62.68	99.24	89	358	685
always	1	Online	10	04/10/2025	Gonzalez, Watson and Smith	fund	BB8300	produce	3354216894210	than	answer	0.04	178.62	291.17	90	317	27.86	47.03	1	35	2554.58	142.94	427.52	333.45	443	116.81	29.96	88.46	39.27	98.0	513.45	712.59	463	32.23	86.81	69	46	191
fire	2	Wholesale	8	04/09/2025	Bryant-Meyer	need	BB5625	week	7532603323093	mother	condition	0.93	31.27	254.92	68	157	34.02	39.95	11	10	2387.12	182.44	316.36	125.74	257	283.12	7.14	26.51	39.33	100.0	990.46	944.7	486	28.74	16.02	51	337	141
candidate	1	Wholesale	7	04/07/2025	Dawson-Conner	how	BB4890	phone	100167618473	science	claim	0.96	616.32	629.27	30	214	24.8	16.12	20	466	3421.48	230.09	74.57	329.71	298	545.94	80.21	86.4	31.59	70.81	528.57	143.9	466	97.6	15.37	73	470	162
describe	3	Retail	9	04/11/2025	Jennings, Smith and Fisher	blood	BB8499	school	2618914117394	decision	star	0.95	127.2	324.42	19	373	3.92	32.55	27	493	2645.01	227.07	467.55	448.12	478	740.96	16.04	19.61	14.02	3.59	986.1	620.78	311	57.14	23.86	30	119	704
everyone	1	Online	2	04/11/2025	Dudley, Howard and Ortiz	college	BB0873	rise	7530011972186	bad	several	0.13	847.68	474.08	84	192	19.21	39.36	31	71	1655.15	120.87	210.21	484.72	474	277.16	41.89	74.49	98.84	76.02	75.47	927.83	225	86.85	49.5	42	444	469
several	2	Online	7	04/08/2025	Conway Ltd	during	BB7447	apply	1204556110025	record	radio	0.61	826.09	723.0	51	314	93.97	57.62	35	269	3565.58	355.02	28.87	63.56	234	828.74	5.2	99.59	52.35	40.17	737.82	562.12	265	76.75	96.3	25	150	451
